name,cho_per_100g,calories_per_100g,protein_per_100g,fat_per_100g,fiber_per_100g,is_vegan,is_vegetarian,is_gluten_free,is_lactose_free,food_group,typical_serving_size_g
carne bovina sotto lama bistecca cruda,0.0,1235,126.8,80.8,0.0,True,True,False,True,proteine,90
bistecca di manzo cruda,0.9,617,47.8,46.8,0.0,True,True,True,True,proteine,90
carne bovina in scatola,0.0,111,9.2,7.9,0.0,True,True,False,True,proteine,90
manzo prima colazione strisce crude,0.2,92,2.8,8.8,0.0,True,True,True,False,proteine,90
Brisket di manzo cotto,0.0,589,46.0,43.6,0.0,True,True,True,True,proteine,90
manzo macinato crudo,0.6,898,66.6,67.6,0.0,True,True,True,True,proteine,90
carne di manzo tritacarne asda,6.8,55,0.0,3.1,0.0,True,True,True,True,proteine,90
senza grasso di manzo di pastrami,0.1,9,1.9,0.1,0.0,True,True,True,False,proteine,90
costola occhio bistecca cruda,0.4,743,62.8,54.5,0.0,False,False,False,True,carboidrati,100
bistecca di manzo cotta,0.0,374,37.0,24.0,0.0,True,True,True,True,proteine,90
Chuck lama arrosto cotto,0.0,842,66.1,62.0,0.0,False,True,True,True,carboidrati,100
carne di manzo salata essiccata,0.06,4,0.9,0.019,0.0,True,True,False,False,proteine,90
bistecca di manzo cotta,0.0,380,51.8,17.5,0.0,True,True,True,True,proteine,90
Chuck occhio bistecca grigliata,0.0,853,76.9,60.5,0.0,False,False,False,False,carboidrati,100
carni bovine crude,0.0,653,87.8,30.7,0.0,False,False,True,True,carboidrati,100
lombata di vitello cotta,0.0,80,8.5,4.9,0.0,True,True,True,False,dolcificanti,5
lombata di vitello cruda,0.0,46,5.3,2.6,0.0,True,True,True,True,verdura,80
spalle di vitello cotte,0.0,435,61.2,19.4,0.0,True,True,True,False,dolcificanti,5
bistecca di beef loin cruda,0.0,405,32.2,29.8,0.0,False,False,False,True,condimenti,10
stinco di vitello cotto,0.0,371,61.2,12.0,0.0,True,True,True,True,dolcificanti,5
Brisket di manzo crudo,0.0,1139,83.6,86.5,0.0,True,True,True,True,proteine,90
manzo di pastrami,0.3,104,15.5,4.1,0.0,True,True,True,True,proteine,90
bistecca di manzo cruda,0.0,47,6.0,2.3,0.0,True,True,True,True,proteine,90
bistecca di manzo cotta,0.0,430,47.7,25.2,0.0,True,True,True,True,proteine,90
petto di vitello crudo,0.0,943,79.2,66.9,0.0,True,True,True,True,dolcificanti,5
costola di manzo cruda,0.0,1433,73.8,123.8,0.0,True,True,True,True,proteine,90
carne di manzo secca,2.2,82,6.6,5.1,0.4,True,True,False,False,proteine,90
manzo prima colazione strisce cotte,0.2,51,3.5,3.9,0.0,True,True,True,True,proteine,90
polpettone di maiale,2.6,66,3.3,4.6,0.0,True,True,False,True,dolcificanti,5
manzo pranzo di carne in gelatina,0.0,31,5.3,0.9,0.0,True,True,True,True,proteine,90
Padrami di tacchino,0.5,38,4.6,1.8,0.062,True,True,False,False,dolcificanti,5
salame di maiale,0.2,41,2.3,3.4,0.0,True,True,False,True,dolcificanti,5
pancetta allo stile canadese cruda,0.5,45,5.9,2.0,0.0,True,True,False,False,carboidrati,100
pagnotte di miele,2.6,85,9.9,3.6,0.0,True,False,True,False,dolcificanti,5
salame di carne di maiale,0.076,37,2.1,3.1,0.0,True,True,False,True,proteine,90
Bologna di maiale di manzo,1.6,92,4.6,7.4,0.0,True,True,False,True,proteine,90
salame di carne di maiale cotto,0.3,41,2.7,3.2,0.0,True,True,False,True,proteine,90
prima colazione di maiale strisce crude,0.2,88,2.7,8.4,0.0,True,True,True,False,condimenti,10
polpettone di sottaceto,3.2,86,4.3,6.1,0.6,True,True,True,False,condimenti,10
pagnotta di lusso,1.4,39,5.2,1.3,0.0,False,True,True,False,dolcificanti,5
mortadella,0.5,47,2.5,3.8,0.0,True,True,True,True,carboidrati,100
Bologna di maiale,0.2,69,4.3,5.6,0.0,True,True,False,False,condimenti,10
salame di tacchino cotto,0.081,9,1.0,0.5,0.054,True,True,False,False,dolcificanti,5
manzo salato,0.0,10,0.5,0.9,0.0,True,True,True,False,proteine,90
pagnotte al pepe,1.3,42,4.9,1.8,0.0,True,False,True,True,condimenti,10
pranzo carne di manzo,0.0,10,1.8,0.3,0.0,True,True,True,True,proteine,90
lebano bologna,0.3,98,10.8,6.0,0.0,False,False,True,False,dolcificanti,5
pollo maiale bologna,1.2,94,2.9,8.6,0.0,True,True,False,False,proteine,90
Rotolo di tacchino,0.6,40,4.9,1.9,0.0,True,True,False,False,dolcificanti,5
salame di manzo cotto,0.5,68,3.3,5.8,0.0,True,True,True,True,proteine,90
yachtwurst cotto,0.8,150,8.3,12.7,0.0,True,True,True,True,carboidrati,100
salame italiano,0.1,43,2.2,3.7,0.0,True,True,False,False,dolcificanti,5
Prosciutto di tacchino,0.3,38,5.5,1.6,0.0,True,True,False,False,proteine,90
Bologna di tacchino,1.3,59,3.2,4.5,0.1,True,True,False,False,carboidrati,100
petto di tacchino affettato,0.4,17,2.4,0.6,0.0,True,True,False,True,carboidrati,100
pranzo carne di maiale manzo,0.7,99,3.5,9.0,0.0,True,True,True,True,proteine,90
Bologna di manzo,1.3,90,3.3,7.8,0.0,True,True,True,False,proteine,90
pancetta di tacchino cotta,2.5,313,24.3,22.9,0.0,True,True,False,False,frutta,120
emu cotto macinato,0.0,178,31.0,5.1,0.0,False,False,False,False,dolcificanti,5
struzzo gamba cruda,0.0,94,19.0,1.5,0.0,False,True,True,False,carboidrati,100
striscia di struzzo cruda,0.0,108,20.1,2.4,0.0,True,True,True,True,dolcificanti,5
filetto di emu cotto,0.0,607,123.2,9.1,0.0,False,False,False,False,dolcificanti,5
Barbabietole da zucchero,0.0,105,18.8,2.7,0.0,False,False,True,True,dolcificanti,5
emu tamburi cotti,0.0,649,134.7,8.4,0.0,False,False,True,True,dolcificanti,5
tartaruga verde cruda,0.0,25,5.6,0.1,0.0,True,True,True,True,frutta,120
bisonte macinato cotto,0.0,448,63.6,21.6,0.0,False,False,False,True,carboidrati,100
carni di capra crude,0.0,494,93.4,10.5,0.0,False,False,True,False,carboidrati,100
emu crudo macinato,0.0,157,26.6,4.7,0.0,False,False,True,True,carboidrati,100
macinato di struzzo grezzo,0.0,180,22.0,9.5,0.0,False,False,True,False,carboidrati,100
la punta di struzzo cotta,0.0,123,24.2,2.2,0.0,False,True,True,False,dolcificanti,5
Caribou cotto,0.0,210,38.0,6.4,0.0,False,False,False,True,carboidrati,100
macinato di struzzo cotto,0.0,163,24.3,6.6,0.0,False,False,True,True,dolcificanti,5
cotto alla gamba di struzzo,0.0,120,24.7,1.6,0.0,False,False,True,False,dolcificanti,5
lombo superiore di struzzo cotto,0.0,132,23.9,3.3,0.0,False,True,True,False,dolcificanti,5
Strich strip cotto,0.0,139,25.0,3.6,0.0,True,True,True,True,frutta,120
punta di struzzo cruda,0.0,97,18.6,2.0,0.0,False,False,True,False,frutta,120
struzzo rotondo grezzo,0.0,99,18.7,2.0,0.0,False,False,True,False,carboidrati,100
bisonte crudo macinato,0.099,124,17.2,6.1,0.0,False,False,True,True,carboidrati,100
struzzo ventilatore grezzo,0.0,99,18.5,2.3,0.0,True,True,True,True,carboidrati,100
lombo superiore di struzzo grezzo,0.0,101,18.4,2.5,0.0,True,True,True,False,dolcificanti,5
cervello di vitello cotto,0.0,461,38.9,32.6,0.0,True,True,True,False,dolcificanti,5
la lingua di vitello cotta,0.0,515,65.9,25.8,0.0,True,True,True,False,frutta,120
cuore di manzo cotto,0.057,47,8.1,1.3,0.0,True,True,False,False,proteine,90
fegato di tacchino cotto,0.0,100,14.3,4.3,0.0,True,True,True,False,dolcificanti,5
timo di vitello cotto,0.0,35,6.4,0.9,0.0,True,True,False,False,dolcificanti,5
cervello di manzo cotto,0.0,688,44.1,55.6,0.0,True,True,True,False,proteine,90
pancreas di manzo cotto,0.0,602,60.2,38.2,0.0,True,True,True,True,proteine,90
Trippa di manzo cotta,1.7,80,10.0,3.4,0.0,True,True,True,False,proteine,90
di pollo cotto,0.0,223,44.1,3.9,0.0,True,True,True,False,proteine,90
pancreas di maiale cotto,0.0,537,69.8,26.5,0.0,True,True,True,True,dolcificanti,5
lingua di manzo cotta,0.0,80,5.5,6.3,0.0,True,True,True,True,proteine,90
Cuore d'agnello cotto,3.7,353,47.7,15.1,0.0,True,True,False,False,dolcificanti,5
milza di manzo cotta,0.0,447,77.3,12.9,0.0,True,True,True,False,proteine,90
reni di vitello cotti,0.0,300,48.4,10.4,0.0,True,True,False,False,dolcificanti,5
Cuore di pollo cotto,0.1,268,38.3,11.5,0.0,True,True,True,False,proteine,90
Lingue di agnello cotte,0.0,701,55.0,51.7,0.0,True,True,False,True,dolcificanti,5
Cuore di vitello cotto,0.3,368,57.7,13.4,0.0,True,True,False,True,dolcificanti,5
fegato di pollo cotto,0.5,76,11.3,2.8,0.0,True,True,True,True,proteine,90
pancreas d'agnello cotto,0.0,541,52.7,34.9,0.0,True,True,True,True,dolcificanti,5
milza di vitello cotta,0.0,445,83.1,10.0,0.0,True,True,False,False,dolcificanti,5
fegato d'agnello cotto,8.5,739,102.7,29.6,0.0,True,True,False,False,dolcificanti,5
Gzzard di tacchino cotto,0.0,70,11.9,2.1,0.0,True,True,True,False,dolcificanti,5
lampadina milza cotta,0.0,460,78.1,14.1,0.0,False,False,True,False,frutta,120
Cuore di tacchino cotto,0.0,35,5.0,1.5,0.0,True,True,False,False,dolcificanti,5
fegato di manzo cotto,3.5,130,19.8,3.6,0.0,True,True,True,True,proteine,90
Polmoni d'agnello cotti,0.0,431,75.7,11.8,0.0,True,True,False,False,dolcificanti,5
cervello di maiale cotto,0.0,527,46.4,36.3,0.0,True,True,False,False,dolcificanti,5
fegato d'oca,5.9,125,15.4,4.0,0.0,True,True,True,False,frutta,120
rognoni di maiale cotti,0.0,211,35.6,6.6,0.0,True,True,False,True,dolcificanti,5
cervello d'agnello cotto,0.0,503,43.5,35.3,0.0,True,True,False,False,dolcificanti,5
Cuore di maiale cotto,0.6,215,34.2,7.3,0.0,True,True,False,True,dolcificanti,5
reni d'agnello cotti,2.5,349,60.3,9.2,0.0,True,True,False,False,dolcificanti,5
polmoni di manzo cotti,0.0,364,61.8,11.2,0.0,True,True,True,True,proteine,90
pancreas di vitello cotto,0.0,614,69.8,35.0,0.0,True,True,True,True,dolcificanti,5
fegato di maiale cotto,13.3,584,92.1,15.6,0.0,True,True,False,True,dolcificanti,5
reni di manzo cotti,0.0,45,7.7,1.3,0.0,True,True,True,True,proteine,90
Gelsomini di tacchino cotti,0.0,164,25.1,6.3,0.0,True,True,False,True,dolcificanti,5
fegato di anatra crudo,1.6,60,8.2,2.0,0.0,True,True,True,True,dolcificanti,5
fegato di vitello cotto,3.0,154,22.7,5.0,0.0,True,True,True,True,dolcificanti,5
Polmoni di maiale cotti,0.0,297,49.8,9.3,0.0,True,True,False,True,dolcificanti,5
polmoni di vitello cotti,0.0,312,56.2,7.9,0.0,True,True,False,False,dolcificanti,5
timo di manzo cotto,0.0,1215,83.2,95.2,0.0,True,True,False,False,proteine,90
prosciutto,1.0,46,4.6,2.5,0.4,True,True,False,True,proteine,90
carne di maiale cotta,0.0,283,14.1,14.1,0.0,True,True,False,False,proteine,90
pancetta arrostita,0.1,43,3.0,3.3,0.0,True,True,False,True,carboidrati,100
maiale top loin arrosti crudi,0.0,3644,468.4,182.8,0.0,True,True,False,False,grassi,15
lama di maiale rotolo grezzo,0.0,76,4.7,6.2,0.0,True,True,False,True,grassi,15
spalle di maiale crude,0.0,2399,204.2,174.9,0.0,True,True,True,False,condimenti,10
Ribs di maiale cotto,0.0,703,51.4,53.6,0.0,True,True,False,True,dolcificanti,5
stomaco di maiale cotto,0.029,44,6.1,2.1,0.0,True,True,False,True,dolcificanti,5
prosciutto affumicato al miele cotto,4.0,67,9.9,1.3,0.0,True,True,False,True,proteine,90
boston butt bistecca cruda,0.0,844,79.0,56.1,0.0,True,True,True,True,verdura,80
braciole di maiale cotto,0.0,140,23.3,4.5,0.0,True,True,False,False,dolcificanti,5
country country country costole crude,0.0,242,24.8,15.1,0.0,True,True,True,True,condimenti,10
patatie di prosciutto,1.1,205,8.3,18.3,0.0,True,True,False,False,proteine,90
piedi di maiale cotti,0.0,67,6.2,4.5,0.0,True,True,False,False,dolcificanti,5
macinato di maiale cotto,0.0,930,80.4,65.0,0.0,True,True,False,True,dolcificanti,5
cotolette di lonza al centro di maiale cotto,0.0,328,40.2,17.4,0.0,True,True,True,True,dolcificanti,5
carne di maiale cap bistecca cotta,0.0,307,53.5,8.6,0.0,True,True,False,False,proteine,90
lama di maiale costolette crude,0.0,376,55.8,15.4,0.0,True,True,True,False,condimenti,10
Barbabietole da zucchero,0.0,606,104.3,17.8,0.0,False,False,True,True,dolcificanti,5
lombo di maiale costolette crude,0.0,1090,205.5,23.3,0.0,True,True,True,False,condimenti,10
cappuccio di maiale bistecca cruda,0.0,284,50.0,7.8,0.0,True,True,False,False,condimenti,10
carcassa di maiale cruda,0.0,1706,63.1,159.1,0.0,True,True,False,True,carboidrati,100
Splean di maiale cotto,0.0,446,84.3,9.6,0.0,True,True,False,False,dolcificanti,5
prosciutto tritato,1.2,50,4.6,2.9,0.0,True,True,False,True,proteine,90
pancetta centro lonza cruda,0.0,338,41.2,18.0,0.0,True,True,True,True,frutta,120
braciole di lama di maiale cotte,1.1,265,32.4,14.6,0.0,True,True,False,True,dolcificanti,5
bistecca boston cotta,0.0,494,46.4,32.7,0.0,True,True,True,True,frutta,120
carne di maiale cruda,0.0,179,2.6,18.6,0.0,True,True,False,False,proteine,90
lombo di maiale costolette crude,0.0,287,39.9,12.8,0.0,True,True,True,False,condimenti,10
bistecca di maiale brasata,0.087,694,68.2,44.7,0.0,True,True,False,True,dolcificanti,5
bistecche di maiale boston cotte,0.0,438,43.2,28.1,0.0,True,True,True,True,proteine,90
pancetta cotta,0.068,43,3.5,3.1,0.0,True,True,False,True,frutta,120
Hocks di maiale sottaceto,0.0,48,5.4,3.0,0.0,True,True,False,True,condimenti,10
arrosto di maiale boston cotto,0.0,705,60.5,49.4,0.0,True,True,False,False,dolcificanti,5
bacon alla griglia in stile canadese,0.3,43,5.7,2.0,0.0,False,True,False,True,proteine,90
bistecca di prosciutto,0.0,70,11.1,2.4,0.0,True,True,False,True,proteine,90
grasso di maiale,0.0,3683,13.2,402.3,0.0,True,True,False,True,grassi,15
pancetta al forno,0.1,44,2.9,3.5,0.0,True,True,False,True,dolcificanti,5
carne di maiale braccio picnic crudo,0.0,5298,513.6,343.4,0.0,True,True,False,False,proteine,90
sale di maiale crudo,0.0,212,1.4,22.8,0.0,True,True,True,True,condimenti,10
picnic al braccio di maiale cotto,0.0,5292,560.3,322.7,0.0,True,True,False,False,dolcificanti,5
cotolette di lombo di maiale cotto,0.0,270,39.4,11.2,0.0,True,True,True,False,dolcificanti,5
crudo di maiale macinato,0.0,329,21.1,26.5,0.0,True,True,False,True,dolcificanti,5
spalla di maiale cruda,0.0,1070,77.9,81.6,0.0,True,True,False,False,condimenti,10
Chitterlings di maiale cotto,0.0,66,3.5,5.8,0.0,True,True,False,True,dolcificanti,5
prima colazione di maiale strisce cotte,0.1,52,3.3,4.1,0.0,True,True,True,False,dolcificanti,5
Rotolo di lama di maiale arrosto,1.4,1079,65.0,88.3,0.0,True,True,False,True,dolcificanti,5
coda di maiale cotta,0.0,1089,46.8,98.5,0.0,True,True,False,True,dolcificanti,5
arrosti di costole di maiale al centro crudi,0.0,275,44.0,9.7,0.0,True,True,True,True,grassi,15
arrosti di costole di maiale arrosto,0.0,1942,211.3,114.9,0.0,True,True,True,True,dolcificanti,5
prosciutto macinato,0.4,55,3.4,4.3,0.0,True,True,False,True,proteine,90
prosciutto torrefatto,0.6,316,28.7,21.3,0.0,True,True,False,True,proteine,90
lombo di maiale crudo,0.0,232,23.1,14.7,0.0,True,True,True,True,dolcificanti,5
spalle di maiale arrostite,0.0,2564,202.0,188.9,0.0,True,True,False,True,grassi,15
pancia di maiale crudo,0.0,2350,42.4,240.5,0.0,True,True,False,True,dolcificanti,5
prosciutto crudo,0.046,266,23.8,18.2,0.0,True,True,False,True,proteine,90
prosciutto extra magro,0.6,45,5.1,2.3,0.0,True,True,True,True,proteine,90
piedi di maiale sottaceti,0.029,635,52.8,45.5,0.0,True,True,False,False,dolcificanti,5
spalla di maiale cotta,0.0,394,31.4,28.9,0.0,True,True,False,False,dolcificanti,5
arrosti di lonza arrosto,0.0,1628,224.3,74.8,0.0,False,False,True,False,dolcificanti,5
pelle di maiale,0.0,154,17.3,8.9,0.0,True,True,False,True,dolcificanti,5
costolette di maiale country style cotte,0.0,235,22.8,15.2,0.0,True,True,True,True,dolcificanti,5
bistecca con lama di maiale cruda,0.6,664,67.6,43.7,0.0,True,True,False,True,dolcificanti,5
Barbabietole di maiale cotte,0.0,153,22.7,6.2,0.0,True,True,True,True,dolcificanti,5
lombo di maiale cotto,0.0,213,24.2,12.1,0.0,True,True,False,False,dolcificanti,5
orecchie di maiale cotte,0.2,184,17.7,12.0,0.0,True,True,False,True,dolcificanti,5
Lingua di maiale cotta,0.0,626,55.7,43.0,0.0,True,True,False,True,frutta,120
Ribs di maiale crudi,0.0,3593,200.6,303.5,0.0,True,True,True,True,proteine,90
prosciutto patties grigliato,1.0,205,8.0,18.5,0.0,True,True,False,True,proteine,90
pelle di pollo arrostita,0.0,508,22.8,45.6,0.0,True,True,True,False,proteine,90
petto di tacchino crudo,0.0,3554,495.6,158.9,0.0,True,True,True,True,carboidrati,100
crudo di tacchino macinato,0.0,169,22.4,8.7,0.0,True,True,True,True,carboidrati,100
ala di pollo cotta,0.0,52,4.8,3.5,0.0,True,True,True,False,proteine,90
arrosto di tacchino,4.1,209,28.8,7.8,0.0,True,True,False,True,carboidrati,100
fagiano di carne cruda,0.0,1448,181.6,74.3,0.0,True,True,False,False,proteine,90
pollo all'indietro crudo,0.0,188,8.3,17.0,0.0,True,True,True,True,proteine,90
pollo alla schiena cotto,0.0,93,8.0,6.5,0.0,True,True,True,False,proteine,90
Cosce di pollo fritte,13.8,431,34.4,25.5,0.5,True,True,True,True,proteine,90
Piedi di pollo cotti,0.9,975,88.0,66.2,0.0,True,True,True,False,proteine,90
Bistecca di tacchino fritta,10.9,179,9.1,10.8,0.0,True,True,False,False,frutta,120
carne di taco di tacchino cotta,5.5,271,30.7,13.9,0.0,True,True,False,False,proteine,90
coscia di pollo cruda,0.6,736,56.3,54.9,0.0,True,True,True,True,proteine,90
carne di pollo cruda,0.0,1978,171.1,138.6,0.0,True,True,True,False,proteine,90
collo di pollo cotto,0.0,94,7.5,6.9,0.0,True,True,True,False,proteine,90
pollo fritto drumstick,6.0,193,15.8,11.3,0.2,True,True,True,True,proteine,90
uovo di quaglia,0.08,14,1.2,1.0,0.0,True,False,True,True,proteine,90
carne di anatra cotta,0.0,472,26.6,39.7,0.0,True,True,False,False,proteine,90
ala di pollo arrostita,0.0,216,20.2,14.3,0.0,True,True,True,False,proteine,90
carne di quaglia cotta,0.0,1028,113.7,63.9,0.0,True,True,False,False,proteine,90
carne d'oca cotta,0.0,427,35.2,30.7,0.0,True,True,False,False,proteine,90
petto di pollo cotto,0.0,114,17.3,4.5,0.0,True,True,True,True,proteine,90
collo di pollo crudo,0.0,149,7.0,13.1,0.0,True,True,True,True,proteine,90
Uovo d'anatra,1.0,130,9.0,9.6,0.0,True,True,False,True,proteine,90
fagiano al seno crudo,0.0,484,88.7,11.8,0.0,False,False,True,False,frutta,120
carne di anatra cruda,0.0,5123,145.7,498.8,0.0,True,True,False,False,proteine,90
carne squab cruda,0.0,585,36.8,47.4,0.0,True,True,True,True,proteine,90
bastoncini di pollo crudi,0.1,211,23.4,12.4,0.0,True,True,True,False,proteine,90
carni di tacchino arrostite,0.031,284,42.8,11.1,0.0,True,True,False,False,carboidrati,100
petto di pollo crudo,0.0,299,36.3,16.1,0.0,True,True,True,True,proteine,90
pollo macinato cotto,0.0,474,58.4,27.4,0.0,True,True,True,False,proteine,90
ala di tacchino cotta,0.0,426,50.9,23.1,0.0,True,True,False,False,dolcificanti,5
carne d'oca cruda,0.0,6077,259.8,550.7,0.0,True,True,False,False,proteine,90
petto di tacchino arrostito,0.0,3266,496.1,128.0,0.0,True,True,False,True,carboidrati,100
strisce di pollo fajita,0.2,13,1.7,0.5,0.0,True,True,True,False,proteine,90
Pollo croccante strips tyson,0.0,145,0.0,6.0,0.0,True,True,True,True,proteine,90
cioccolato budino grasso gratis,23.6,105,2.2,0.3,0.3,False,False,True,True,grassi,15
budino di tapioca,23.9,143,2.1,4.3,0.0,True,True,True,True,carboidrati,100
tapioca pudding senza grassi,23.9,105,1.6,0.4,0.0,True,True,False,False,grassi,15
budino di riso,20.8,122,3.6,2.4,0.3,False,False,True,True,carboidrati,100
budino di mais,42.4,328,11.1,12.6,3.0,False,False,True,True,grassi,15
budino al cioccolato,34.5,213,3.1,6.9,0.0,False,False,True,True,carboidrati,100
budino al limone,30.2,173,4.1,4.4,0.0,False,False,True,True,frutta,120
budino alla vaniglia,33.9,195,2.2,5.7,0.0,False,False,True,True,carboidrati,100
profeel proteiinirahka valio,19.3,140,175.0,0.4,0.0,False,True,True,False,frutta,120
cottage formaggio crema,0.7,20,2.2,0.9,0.0,True,True,True,True,proteine,90
zaziki milfina,0.0,51,0.0,4.4,0.0,True,True,True,False,grassi,15
cottage formaggio a basso contenuto di grassi,6.1,163,28.0,2.3,0.0,True,True,True,True,proteine,90
ricotta formaggio non grasso,9.7,104,15.0,0.4,0.0,True,True,True,True,proteine,90
yogurt vaniglia a basso contenuto di grassi,33.8,208,12.1,3.1,0.0,True,True,False,True,proteine,90
classique yogurt plain 2 liberte,1.7,30,3.3,1.2,0.0,True,True,True,True,proteine,90
yoplait leggero yogurt alla fragola yoplait,0.074,79,0.0,0.0,0.0,True,True,True,True,frutta,120
yogurt alla vaniglia,23.5,145,8.4,2.1,0.0,True,True,False,True,proteine,90
yogurt al cioccolato,35.3,168,5.3,0.0,1.8,True,False,False,True,proteine,90
yogurt parfait,23.6,125,5.0,1.5,1.6,True,True,True,True,proteine,90
yogurt,7.0,92,5.2,4.9,0.0,True,True,True,True,proteine,90
yogurt al cioccolato congelato,37.6,221,5.2,6.3,4.0,True,False,False,True,proteine,90
yogurt congelato,37.6,221,5.2,6.3,0.0,True,True,False,True,proteine,90
yogurt a basso contenuto di grassi,17.2,154,12.9,3.8,0.0,True,False,False,True,proteine,90
yogurt alla vaniglia oikos,0.0,120,0.0,1.8,0.0,True,True,False,True,proteine,90
yogurt alla frutta,28.0,149,6.0,1.7,0.0,True,True,True,True,proteine,90
danone basso grasso alsafi,0.089,88,0.0,1.7,0.0,False,False,True,False,grassi,15
frutta n yogurt parfait mcdonalds,30.9,156,4.1,1.9,1.5,True,True,True,True,proteine,90
tripla zero yogurt greco dannon oikos,22.5,120,0.038,0.0,0.0,True,True,True,True,proteine,90
yogurt greco,6.1,100,17.3,0.7,0.0,True,True,True,True,proteine,90
cioccolato rasberry proteina mini proteinfx,0.0,102,0.0,2.9,0.0,True,True,True,True,proteine,90
Gushers frutta Gushers,0.2,360,0.0,6.0,0.0,True,True,True,True,frutta,120
uova fritte,0.4,90,6.3,6.8,0.0,False,False,True,False,frutta,120
glucerna abbott,120.9,1010,0.0,35.6,12.8,True,True,False,True,carboidrati,100
bevande sportive,7.2,26,0.0,0.0,0.0,True,True,True,True,dolcificanti,5
Cookie di proteine del burro di arachidi syntha 6,5.0,200,0.0,6.0,0.0,True,False,True,True,grassi,15
hanfprotein pulver rohkostqualitat veganz,14.2,107,0.0,3.1,0.0,True,True,True,True,proteine,90
frullato ad alta proteina cremoso cioccolato slimfast,2.1,110,12.0,3.5,0.0,True,True,True,True,proteine,90
uovo grande,0.0,138,0.0,9.3,0.0,True,True,True,True,proteine,90
"mirtilli rossi, congelati",16.1,66,1.5,0.3,7.0,False,True,True,False,grassi,15
bevanda di malto,19.1,88,0.5,0.3,0.0,False,True,True,True,dolcificanti,5
cioccolato in polvere per il latte,19.9,88,1.0,0.5,1.0,True,True,True,True,proteine,90
succo di frutta vegetale,2.2,9,0.071,0.017,0.0,True,True,True,True,frutta,120
cacao in polvere non zuccherato,3.1,12,1.1,0.7,1.8,True,False,True,True,condimenti,10
latte di cocco,0.8,35,0.3,3.6,0.3,True,True,True,True,proteine,90
cacao in polvere,5.9,28,0.5,0.3,0.3,True,False,True,True,condimenti,10
bevanda di riso,22.0,113,0.7,2.3,0.7,True,True,True,True,carboidrati,100
acqua di cocco,8.9,46,1.7,0.5,2.6,True,True,False,True,grassi,15
caramello med caffè freddo ciambelle zucca,0.0,268,0.0,9.0,0.0,False,False,True,True,frutta,120
caffè istantaneo con acqua decaffeinata,0.8,4,0.2,0.0,0.0,True,True,False,True,frutta,120
polvere di caffè istantaneo,75.4,353,12.2,0.5,0.0,False,True,False,False,dolcificanti,5
decaffeinato in polvere di caffè istantaneo,1.4,6,0.2,0.069,0.0,True,True,True,True,dolcificanti,5
Cappuccio istantaneo in polvere,11.2,53,0.4,0.7,0.2,True,True,True,True,carboidrati,100
decaffeinizzato di caffè,0.0,0,0.2,0.0,0.0,True,True,True,False,frutta,120
espresso decaffeinato,0.5,3,0.065,0.011,0.0,False,True,True,False,condimenti,10
caffè istantaneo con acqua,0.6,4,0.2,0.0,0.0,True,True,False,True,frutta,120
caffè,0.0,2,0.3,0.069,0.0,True,True,True,True,frutta,120
espresso,0.5,3,0.021,0.086,0.0,True,True,True,True,condimenti,10
proteine del siero di latte in polvere vaniglia eas,0.0,108,0.0,1.7,0.0,True,True,True,True,proteine,90
energy drink zucchero gratis rosso toro,1.8,13,0.6,0.2,0.0,False,False,True,True,dolcificanti,5
powerade coca cola,2.3,9,0.0,0.009,0.0,True,True,True,True,frutta,120
amp energia pepsi,29.0,110,0.6,0.2,0.0,True,True,True,True,proteine,90
gatorade g2 pepsi,0.6,2,0.069,0.052,0.0,True,True,True,True,carboidrati,100
amp energia senza zucchero pepsi,2.5,5,0.0,0.0,0.0,False,False,True,False,dolcificanti,5
energy drink rosso toro,26.4,111,1.2,0.0,0.0,True,True,True,True,condimenti,10
powerade zero ion4 coca cola,0.0,0,0.0,0.0,0.0,True,True,True,True,carboidrati,100
Coca cola a pieno carico,29.0,110,0.6,0.2,0.0,True,True,True,False,carboidrati,100
succo di frutta della passione viola,35.7,148,1.7,0.4,0.5,True,True,False,False,dolcificanti,5
succo di melograno,32.7,134,0.4,0.7,0.2,False,True,True,False,carboidrati,100
succo di albicocca di mirtillo rosso,39.7,157,0.5,0.0,0.2,False,False,False,True,frutta,120
succo di ananas,32.2,133,0.9,0.3,0.5,False,False,False,False,frutta,120
succo di frutta della passione giallo,33.6,126,1.0,0.1,0.5,True,True,False,False,dolcificanti,5
succo di albicocca arancione,31.8,128,0.8,0.3,0.3,False,False,False,True,frutta,120
succo di mandarino,24.9,106,1.2,0.5,0.5,False,False,False,False,frutta,120
succo d'arancia,20.8,90,1.4,0.4,0.4,False,False,False,True,frutta,120
succo di pompelmo,22.7,96,1.2,0.2,0.0,False,False,False,False,dolcificanti,5
succo di pompelmo di ananas,29.0,118,0.5,0.3,0.3,True,False,False,True,frutta,120
nettare di tamarindo,37.0,143,0.2,0.3,1.3,False,False,True,False,dolcificanti,5
succo di mela,28.0,114,0.2,0.3,0.5,False,False,False,False,frutta,120
limeade,34.1,128,0.0,0.0,0.0,True,True,True,True,frutta,120
guava nettare,40.8,158,0.2,0.2,2.5,True,True,True,True,frutta,120
succo di pompelmo arancione,25.4,106,1.5,0.2,0.2,False,False,False,True,dolcificanti,5
sainsbury di succo d'arancia,0.0,14,0.0,0.088,0.0,False,False,False,True,frutta,120
